Sample,Ground Truth,Prediction,WER
349,taxi between anchors via foxtrot oscar mike echo lima echo,taxiing with gurich via foxtrot oscar mike air france one nine seven,80.0
2003,to flight level one fo,direct to final one,80.0
1262,standing by singapoor two fi,descending flight level two five,80.0
1418,holding short one three ready,golf holding short one three at delta still ready,80.0
864,three three eight six zero,eight six zero oscar lufthansa,80.0
2014,disregard nine zero only climb flight level nine ze,roger that nine zero only,77.78
1192,xty four miles and one one eight one cs,three three four miles runway one csa,77.78
1266,hi three two cleared takeoff swiss ambulance six one,runway three two cleared to takeoff wind zero eight zero six knots,77.78
408,affirm we are ready,affirm speed birdie,75.0
112,nine whiskey golf november,and wizz for november,75.0
997,prague controle air chin,praha control air china,75.0
2622,radar five four eight,praha lux air five four eight,75.0
2446,three one six five climbing two eight zero,german wings three one alfa out of two six five climbing two eight zero,75.0
474,m five five tango,five thank,75.0
1480,we re maintain five,britair five,75.0
734,foxtrot radar one eighty,and foxtrot lima speed one eighty,75.0
1276,followed standard arrival track,hold standard air berlin,75.0
1900,continue approaching aero flot,continue approach,75.0
1785,roger stop at holding,roger still being ready,75.0
1756,decimal eight three midla,two seven eight three,75.0
2644,nine six nine one,praha romeo oscar nine six nine one,75.0
1604,three four four four fourteen double echo bye,three four four zero britair one four zero bye bye,75.0
1985,romeo golf cotinue heading expect right tu,ryan air seven romeo golf continue heading expect right turn,71.43
347,sixty miles touch down air france one,sixty miles to downwind,71.43
2853,to romis qatari six zero five six,cleared to land wind two five six zero five six,71.43
26,tango three one three sion ground hello again taxi approved,time air three one three descend to land rate and taxi approved,70.0
244,six juliett foxtrot,six two inbound,66.67
319,en three alfa,three seven alfa,66.67
182,clear to land runway three one,cleared to land runway three one copy oman kilo,66.67
2562,good day at two hotel tango,cleared to to hotel tango,66.67
289,call you shortly,go shortly,66.67
2422,reducing to minimu,reducing kemadin one,66.67
1822,ceed direct elmek,direct armek,66.67
2686,expediting speed reduction,expedite in speed reduction,66.67
2702,on a domal two bravo dep,on the delta to bravo de,66.67
2923,via golf stand six four jobair five one papa,via golf one three four decimal three jobair zero five one,66.67
2909,cleared takeoff run,clear takeoff rap,66.67
1118,clear to tel,cleared to ta,66.67
1171,ryan air uniform echo go ahead,one echo mike go ahead,66.67
1175,zero air france,zero aero flot,66.67
1195,following down holding,lowing down within holding,66.67
1223,i do confirm,how do you confirm,66.67
29,oger climb level,continue climbing level,66.67
1283,nor shuttle three five eight one,nor shuttle three five eight one we re rolling now,66.67
1309,three correction five,three approaching papa,66.67
1376,vo delta holding,hotel hotel holding,66.67
1483,eight echo november,thank you eight echo november,66.67
773,o speed restricti,speed direct,66.67
731,and sky shuttle one one four zero what is the reason for we already descen,and climb flight level one one zero for the evening for the o,66.67
730,one eight dec,one one eight deci,66.67
715,ha radar lufth,praha radar luf,66.67
1571,and iformation kilo,information kilo,66.67
1652,one two one nine thank you,one two one nine thank you bye bye air golf,66.67
1717,what altitude restriction do you mean,so what is the restriction and do you mean,66.67
2787,radar good eve,praha radar good ev,66.67
610,tower wizz air four xray zulu,ruzyne tower wizz air four xray zulu and miles out,66.67
1925,two one zero,seven zero,66.67
1971,zero clear ils,cleared ils,66.67
504,because runway one three via lima we stand delta,proceed to the holding point runway one three via lima or we stand delta,66.67
2722,tact ground sky travel one zero,roger sky travel one five two,66.67
2085,flight level three three zero and is available direct,flight level three three zero and is one of the level is available for direct,66.67
2603,varik then kemad,direct kemad,66.67
557,praha radar zero three seven descend flight level one seven zero,praha radar britair nine zero three good afternoon descend flight level one zero zero to go,63.64
2569,ups two seven four level three five zer,good morning ryan air ups two seven four level three five zero,62.5
2158,kenok intercept localizer runway three one own spee,cleared for takeoff intercept localizer runway three one,62.5
332,fedex one request flight level three six zero,direct to sun express five flight level three six zero,62.5
1013,apron ready for start and clearance to bra,three south apron report start and clearance to,62.5
2780,austrian level one six three level two six,praha radar nor shuttle one six three three level two six,62.5
127,left three four zero and will call estab,left three five zero and we re call of tan,62.5
232,from present to pribram descend one thousand qnh regional one zero one five,praha roger descend to kibr descend one thousand eight zero qnh one zero one five cs,61.54
483,csa three delta echo il,praha radar csa three delta echo,60.0
1394,speed bird eight five fi,two eight five,60.0
2846,tower jetstar seven six three,sydney tower swiss seven sixty three,60.0
2347,one thank you very much,three one thanks very much,60.0
801,contract two romeo golf hello,contract romeo golf ruzyne tower hello,60.0
2692,three four four four zero four bravo mike bye bye,cleared to land one five zero two bravo mike bye bye,60.0
2588,runway two five cleared touch and go hotel echo xray,royal eight two five camber tango hotel echo xray,60.0
898,praha two seven nine hotel,praha echo eight three seven nine hotel,60.0
2061,possibly we would like to pro continue to as ifr and we will report ready when ready to cancel,passing would like to continue to vacate as if we are ready to descend,57.89
2044,ree three seven three is comming down,three three seven three sky travel,57.14
1731,hansa two uniform xray down flight level,lufthansa two uniform xray on tra,57.14
398,four two six redue two by five,hotel bravo six three due two by five,57.14
2689,qantas nine ninety four tower good day,golf november four charlie good day,57.14
465,sir morning lufthansa five one zero eight three passing,good morning this is air france one zero eight three passing,55.56
184,further climb approved again nav checker five one one,further climb approved again abrak alfa papa,55.56
631,roger confirm midland seven seven four decimal eight three,squawking two hundred and seven zero four decimal eight three,55.56
941,again requested fl it s three three zero roger,re you again requesting flight level it s three three zero roger,55.56
540,ready for push requesting push back beline seven z,ready for push request to push back air berlin seven zero,55.56
1000,nine zero speed two three zero wizz air five,climb flight level nine zero speed two three zero wizz air five one nine,55.56
2549,hotel delta sierra descending flight level one seven zero on course to somis,approach good evening bee line eight hotel sierra descending flight level one seven zero on course to somis,53.85
2142,german wings three one alfa proceed helingen german wings seven alfa inbound helingen,german wings three one alfa proceed to heli india german wings three one alfa,53.85
706,oscar kilo hotel uni,k kilo hotel,50.0
1603,quality eight nine sierra,and quality eight nine sierra is,50.0
759,praha radar csa zero,praha radar csa eight zero fi,50.0
2643,tower csa,ruzyne tower csa,50.0
872,jetstar seven sixty three sydney to,jetstar seven three six three sydney tower,50.0
292,sierra five,and sierra five,50.0
750,st descend,descend,50.0
39,oscar kilo golf ae,o kilo golf a,50.0
1515,air four one whiskey,four whiskey,50.0
64,one zero to somi,one zero two four,50.0
2815,session call me praha say again,station calling praha say again,50.0
2609,lomki six romeo proceed lomki contract,lot three six romeo proceed to lomki contract,50.0
767,tower eighteen one csa,tower csa,50.0
2358,sa seven five z,three seven five,50.0
2323,vista jet four nine two no landing vacated own discretion,wizz air four nine two after landing vacate at own discretion,50.0
1494,praha lufthan,praha lufthansa,50.0
829,s zero,zero,50.0
832,contact one three one three five zero victor romeo juliett seven hundred,hotel one three one three five zero we are just about ready,50.0
2668,praha good morning eurotran,praha good morning euro trans,50.0
1419,munich one,one,50.0
1414,four thousa,four thousand,50.0
788,seven five,zero seven five,50.0
2857,sorry say again efc time please,sorry say again e r c time please,50.0
2400,three four,three four zero,50.0
1470,two eight six no speed proceed to lyxa,sa two eight six no speed and proceed direct to elixa,50.0
1471,one zero seven papa further descent,four zero seven papa,50.0
2431,ect to rapet skytrevel one zero three six,right to rapet sky travel one zero three si,50.0
253,and foxtrot,and foxtrot f,50.0
329,uniform switching one two one three three three,six echo uniform swedestar one three three three,50.0
45,lot five two fi,vacate lot five two five,50.0
2396,sa nine two o,a nine two one,50.0
2128,ing one six zero until fou,speed one six zero untill four,50.0
818,est flight,best flight,50.0
2730,lima hotel juliett stand two zero belin eight hotel sierra good day,lima hotel juliett stand two zero behind hotel sierra thank you very much good day,50.0
772,visual approach,ro approach,50.0
144,ero direct somis csa eight seve,zero direct somis csa seven,50.0
1492,roger miles copied and four thousand,two bravo is copied and four thousand,50.0
2870,ix zero,six zero,50.0
498,alright speed is yours i ll call you for reducing,all right speed bird i call you for reducing,50.0
1813,taxi left lima golf stand five two follow car wizz,taxi left lien air golf stand five two for,50.0
544,affirm ready in the,affirm ready lufthans,50.0
1992,two one nine speedb,one one nine csa,50.0
2570,tower hello channex ei,tower channex,50.0
2779,to echo airspace easy four charlie bravo bye,two echo csa four charlie bravo,50.0
1848,time four,time for,50.0
381,then lima,lima,50.0
1881,bravo delta,praha delta,50.0
1884,inbound pe,inbound,50.0
2200,heading three four zero,heading three four zero cleared il,50.0
1789,climbing two eight z,nine climbing two eight ze,50.0
2199,six zero confirm correct,three two zero confirm correct,50.0
2699,fully establish,fully established,50.0
496,and any speed suggest,and any speed to zeph,50.0
538,k you,thank you,50.0
534,tower good morning cimber,praha good morning camber,50.0
1983,two knots,is two knots,50.0
986,roger will check information,roger we ll check information,50.0
2232,twenty aero flot one,three zero aero flot one,50.0
1438,three five one three five three whiskey w to praha,three five one three five csa six three delta,50.0
1779,mike m,mike mike,50.0
2048,praha good,praha radar good,50.0
1665,feet procee,feet from,50.0
1297,three zero air france,three zero aero flot,50.0
894,three one beair five,beair five,50.0
1778,mirates two one fo,praha two one,50.0
1680,csa nine delta sierra commencing descent,radar csa eight nine delta sierra commencing descend,50.0
1261,ruzyne hello speed bird eight s,present heading hello speed bird eight,50.0
1681,t direct,direct,50.0
208,ne two four two,one three four two,50.0
2025,wings seven papa l,seven papa,50.0
623,air france one nine,affirm one nine,50.0
1777,one two zero two,two zero,50.0
670,ix zero,six zero,50.0
1513,india can see your requested flight level one three zero so climb flight level one three zero,proceed eight nine zero and you can see us requested flight level one three zero only so climb flight level one three zero,47.06
2420,and follow one romeo arrival for runway three one ils approa,and didn t follow vlm on romeo arrival for runway three one ils approach,45.45
2919,roger qnh one zero one eight easy eight three whiskey gol,five thousand qnh one zero one eight easy eight zero three golf,45.45
779,climb flight level three one zero yakutia seven one,climb flight level three one zero if we can say one,44.44
2292,vista jet four six seven we expect to descend,swiss four six seven we are expecting to descend,44.44
401,aero flot one four eight nine zero two five,one four nine zero two five c,44.44
2219,roger three one three descend flight level eight zero,direct juliett eight decimal three one three descend flight level eight zero,44.44
66,hello seven romeo golf ruzyne tower roger number three,hello prague tower roger number three,44.44
446,one one eight one nine charlie lima bye bye,one one easy nine charlie lima thank you bye bye,44.44
983,to one three four four four zero sierra victor romeo three five one one thank you bye bye,one three four four four zero sierra ukraine international three five five one,44.44
176,four six three level three zero zero before rapet,cleared to land at three level three zero zero before rapet,44.44
953,turn maintaining present heading thanks swiss four nine nine,maintaining present heading at axis four nine,44.44
1170,praha good day one three four five three makal,praha good day germania one three four five three four zero to makal,44.44
174,ok we ll heading in zero nine zero degree,ok we ll make this ahead heading and zero nine zero degree,44.44
152,eed two six zero knots five five alfa two,speed two six zero knots air france five two,44.44
268,request flight level three two zero roger descend flight level three four correction three two zero,request flight level three three zero finn air eight zero seven mike roger descend flight level three four correction three two zero,43.75
1689,praha radar bee line three papa p,prague radar beline three papa p,42.86
1700,and contact one one nine decimal zero,a nicky air contact one one nine decimal zero,42.86
1711,number two at sequence currently free speed,november two at sequence climb to free speed,42.86
2253,delta charlie c foxtrot f descend flight level three zero zero level by rapet,good day flight level three zero zero level by rapet,42.86
34,maintain heading with the free free sp,maintain heading with free freeze,42.86
2575,uzyne groudn one two one decimal n,ogne ground one two one decimal ni,42.86
1566,three two one five five bye bye,three two one five five four oscar kilo bye bye,42.86
1087,about two two hotel one romeo golf radar contact climb flight level seven zero,baltu two hotel good evening contact one romeo golf radar radar contact climb flight level seven zero,42.86
177,ok we takeoff runway three one bri,ok we take off runway three one,42.86
2693,hello praha this is the shamrock si,praha this is shamrock six,42.86
2495,direct tomti wizz air five two three,that is tomti wizz air five two si,42.86
2032,air france two four eight two establish loc negative air france two four eight,air france two four eight two established localizer two four eight two,42.86
2160,germanwing seven five five proceed direct ra,german wings seven five five proceed direct rap,42.86
1405,aha radar good morning cargo lux seven,praha radar good morning klm seven,42.86
2097,tabin dir tabin direct el al three,up in direct el al three,42.86
2076,praha good morning seven four nine leve,praha good morning aero flot seven four nine level,42.86
261,cleared immediate takeoff runway three one swi,clear to immediate takeoff runway three one csa,42.86
2336,hotel whiskey echo now three thousand two hundred feet and leave the command for seven thousand frequency change approved,hotel whiskey golf now three thousand one hundred feet and you are leaving the control zone foxtrot seven thousand frequency change approved,42.11
1385,praha radar wizz air five eight flight level done maybe sorry flight level is two four zero direct bepas,praha radar wizz air five five alfa delta sorry maintaining flight level is three four zero direct,42.11
1718,leaving flight level three four zero descending flight level three zero zero rate one thousand five hundred or greater airbridge cargo three eight nine,descending flight level three zero zero is one thousand five hundred or greater wizz air two eight nine,41.67
2572,one one nine decimal nine five zero oscar kilo alfa lima zulu,one one nine decimal nine five zero,41.67
2185,one two stand time two six sky travel one zero three four,approved lufthansa six sky travel one zero three four,41.67
2322,yes and expect vectoring for base leg expect shortcut within a moment,yeah and expect vectoring for left base like expect shortcut is an within a moment,41.67
2703,roger we descend descend one hundred with the present speed or le,roger we re flying descend one hundred at present speed or less,41.67
303,taxi via foxtrot cross runway one two golf juliett stand one four alfa emirates one three nine,hotel foxtrot cross runway one two to golf and you just stand one four alfa inbound one three nine,41.18
1669,fthansa seven eight seven descendi,lu seven eight seven descend,40.0
2544,praha good morning malaysian private one level three two zero,praha good morning munich two five eight one level three two zero,40.0
442,controle good afternoon hotel zulu,praha controle good afternoon hotel zulu oscar,40.0
2133,thompson three seven nine cont,thomson three seven nine con,40.0
1630,romeo november five one o,november five one one,40.0
1620,we are becoming established yes,we re becoming established yet,40.0
1611,roger we ll give you,roger so we will give you,40.0
1302,runway one three cleared for,runway one three clea,40.0
1082,one bravo and one fo,bravo and one four,40.0
1045,zero nine five next call,zero eight five next level,40.0
1201,fl three five zero inbound,flight level three five zero inbound,40.0
606,zero zero csa eight tango,zero zero csa,40.0
2607,shuttle one one four ze,one one four zer,40.0
2068,two zero turning heading north,two zulu turning right heading north,40.0
2598,cend flight level one tw,descend flight level one,40.0
2771,easy four nine six pa,ree four nine six by,40.0
1102,one three four eight seven five three five two november,one three four eight seven five csa six seven nine,40.0
1598,control bline five tango hotel flight level three three zero,control hello beline five tango alfa level three three zero,40.0
1927,to hold delta fully ready for an immediate if cleared,h at the hold delta fully ready for immediate if cleared,40.0
985,hansa two five five zero,tend two five zero,40.0
513,continue five four nine seven,continue five one nine,40.0
500,from present proceed direct mik,from present proceed direct to si,40.0
1422,bravo delta lima hold short two four two eight six,praha delta lima nor shuttle four two eight six,40.0
1244,scending flight level one one,descending flight level one,40.0
1356,climbing flight level one si,tango climbing flight level one six,40.0
2674,vista jet four six seven,roger four six seven,40.0
771,cending flight level two nine zero bluefin seven eight nine,descending flight level two nine zero to fix atlanta eight nine,40.0
1502,tower one one eight one,yekaterina tower one eight one,40.0
2361,on board qnh one zero,hello kolad qnh one zero,40.0
2847,direct vlm csa eight two,direct csa eight two s,40.0
62,level one three zero an,flight level one three zero and,40.0
306,d level three zero zero,descend one three zero zero,40.0
447,hotel alfa lima echo one four thousand six hundred feet,hotel alfa lima echo one four thousand feet on the sea,40.0
2648,easy three eight papa golf now you are receive of,easy three eight papa golf now i received,40.0
1455,ils established runway one three,establish runway one three,40.0
131,mike wait what i sa,mike wake what i s,40.0
1318,call you in three minutes,echo you three minutes,40.0
429,five five six on the stand five two information november qnh one zero two three clear luton destination,fly five six one and stand five two information november qnh one zero two three request clearance to lufthansa destination,38.89
142,one two one zero five five lufthansa six tango yankee have good night bye thank you thank you,one two one zero five five lufthansa six tango uniform have a good night and bye bye thank you same to you thank you,38.89
1773,air france three nine three victor hello to call behind the next one by ready in one minute,lufthansa two uniform victor hello to you call behind the next one be ready in one minute,38.89
2305,line up and cleared takeoff runway three one speed bird eight five three,ils line up and cleared takeoff runway three one swiss four eight one thanks,38.46
99,affirm ok great and the level cleared is not descend at three four,affirm ok great and the level you cleared is confirm is not standard three four,38.46
1174,line up runway three one cleared to land wind calm cleared to land,praha runway three one clear to land wind calm clear to land ro,38.46
601,qantas seventy five twenty eight heavy sydney tower,seven five twenty and heavy sydney tower,37.5
2824,o kilo golf two zero five thank you,kilo golf lufthansa four two zero five thank you,37.5
2882,three two cleared to land hotel papa golf,three two five el al hotel papa golf,37.5
1208,proceed to mikov quality eight two five bravo,proceed to mikov quality eight zero,37.5
1753,one four six seven beline one charlie lima,one two one six beline one charlie lima,37.5
2574,so call me for push will call you for push sky travel one one nine two,we ll call you for push sky travel one one nine two,37.5
1194,lufthansa three alfa november direct kolad thank you,praha lufthansa three alfa november direct kolad,37.5
2775,two sixty or less csa three zero three,two six zero knots csa three zero three,37.5
725,five hundred or more shamrock six seven xray,ive on the more shamrock six seven xray,37.5
395,foxtrot lima delta join downwind runway two five,foxtrot lima delta roger and wind runway two five,37.5
1764,reducing speed one fifty csa five victor papa,reducing speed one sixty csa five mike zulu,37.5
2345,for takeoff victor tango charlie alfa papa bye,to takeoff we are victor tango charlie alfa papa bye,37.5
1646,negative shamrock six seven xray quite heavy at,negative shamrock six seven xray is quite heavy at the minute,37.5
1633,five juliett any speed restriction for us please,nine five juliett any speed restriction for oscar,37.5
991,one nine zero seven five one good bye,one nine zero wizz air five one one good bye,37.5
2074,wien one three one decimal three five zero,b air nine one three one decimal three five zero,37.5
130,say again for startup who wanted star up,say again for startup who wants startup,37.5
1607,ten foxtrot flight level three five zero mavor,seven foxtrot flight level three four zero inbound,37.5
2404,holding short one three bline four zero victor,holding short one three bee line four two victor,37.5
1856,we have the traffic in sight nav checker five one one,hotel bravo yankee alfa traffic in sight nav checker five one one,36.36
1313,tower one eight one beline eight hotel sierra thank you bye,one one eight tower one eight one bline eight hotel sierra thank you bye,36.36
154,going to one three four eight seven five sierra s tango,direct to one three four eight seven five ahoj zero zero tango,36.36
2587,canforce one si correction four one six four proceed to pepi,kenforce one zr four one six four proceed to pepik,36.36
1864,three nine zero quality zero two seven have a good day,three nine zero quality zero two seven,36.36
1281,information november and we fly level two one zero inbound dobel,information november and we re flight level two one zero inbound to domo,36.36
673,standing bye air france one nine eight three r thank you,cleared by air france one nine eight romeo thank you,36.36
1578,giving a way to the boeing and changing to one two one decimal nine,cleared to land and changing to one two one decimal nine,35.71
1615,proceeding direct to lyss hotel oscar yankee and looking out for helicopter near inselspital,proceeding direct to lis hotel oscar yankee and looking out for the helicopter here in swiss,35.71
1303,wien one three one decimal three five zero sky travel one one zero two,b air nine three one descend three five zero knots sky travel one one zero two,35.71
1878,praha controle hotel zulu mike foxtrot three would you descend it to three two,good bye hotel zulu mike foxtrot three with you descending to three two,35.71
608,descending flight level three one zero level in by lanux one four double echo,descending flight level two one zero left heading by lanux swiss one four papa echo,35.71
1420,ed qnh one,peed qnh one,33.33
711,one four seve,one four sev,33.33
1396,jobair zero five one speed one seven zero knots,take de k jobair zero five one speed one seven zero knots,33.33
816,even bye bye,seven bye bye,33.33
825,ok we hold position and wait for instructions qual,ok we hold position and wait for your instruction squawk,33.33
797,nue approach and,approach and,33.33
494,runway one three hello austrian seven,one three zero austrian seven,33.33
2111,sky travel one,sky travel on,33.33
1326,vlasim jobair zero,vlm jobair zero,33.33
769,csa seven seven,csa seven,33.33
448,kilo k approaching,k kilo k approaching,33.33
828,own navigation to pubek aero flot two seven nine,and navigation to tusik aero flot two seven eight,33.33
833,five good bye,good bye,33.33
1493,en seven eight,seven eight,33.33
1371,climb flight level three three zero,climb flight level three three zero malaysian five,33.33
837,we re actually planning to stay at this level at first ok,we are actually planning to stay at this level if that s ok,33.33
713,rect pepik reach one nine nine,direct to pepik reach one nine nine,33.33
479,reducing one seven zero heading one six zero cleared to approach runway,reducing one seven zero heading one six zero cleared for approach oscar zero nine,33.33
2717,high speed s,high speed a,33.33
464,one three three two eight five,one three three two eight five thank you,33.33
1022,zero eight ze,zero eight se,33.33
1573,tower good evening,praha good evening,33.33
1312,radar five three three good morning,radar finn air five three three good morning,33.33
65,aero flot on,aero flot one,33.33
876,one nine oscar,one nine zero oscar,33.33
1403,e a frequency one three five one three five,cleared to land frequency one three five one three five,33.33
1047,maintaining flight level,maintain flight level,33.33
1068,proceeding to pi,proceeding to,33.33
466,praha one thre,praha one three,33.33
1398,now four thousand qnh one zero two one cleared for ils approach runway three one,now four thousand feet qnh one zero two six ils approach runway three on,33.33
1617,course voz austrian seven zero four,cross austrian seven zero four,33.33
1062,cleared to la,cleared to land,33.33
841,one zero one nine jobair z,one zero one nine czech air,33.33
2058,who was calling,it was calling,33.33
1986,r seven five,four seven five,33.33
619,seven zero three,seven zero to,33.33
518,m sierra four,mike sierra four,33.33
1330,squawk one four six five an,squak one four six five and,33.33
2808,thank you very much continue the present heading quali,five thank you very much continue on the present heading qal,33.33
1327,zulu sun express,zero sun express,33.33
1338,flight level tw,flight level se,33.33
718,lufthansa two hotel tango contact ground one two one nine good bye,lufthansa two hotel tango contact ground one two one nine good bye two one nine bye,33.33
739,cleared to land heliport three report on the ground,cleared to land heliport three report down to kenok,33.33
1842,ing two thousand,f two thousand,33.33
1532,zero zero jobair,one zero zero jobair,33.33
1801,thank you expedite and cross delta,ok expedite and cross delta,33.33
1758,praha radar fi,prague radar fi,33.33
2885,flight level three four zero thai nine two one,and we are three four zero thai nine two one,33.33
1555,altitude four thousand feet clear ils approach three one call you established,descend route to four thousand feet cleared ils approach three one call you established,33.33
634,ruzyne tower lufthan,ruzyne tower lufth,33.33
76,victor lima mike,six lima mike,33.33
934,nine xray x ray echo descend two nine zero,right xray echo descend two nine zero,33.33
2823,three four zero in kolad lot three six one,three four zero and call artup lot three six one,33.33
1196,praha lot three five three turbulence flight level three two zero please,praha lot three five three due to turbulence is possible flight level three two zero please,33.33
899,a backtrack approved,backtrack approved,33.33
1870,india papa csa seven alfa juliett,via papa csa seven alfa jul,33.33
1150,nine zero german,nine zero job,33.33
851,four zero five six six one,three four zero shamrock six six one,33.33
1928,one two zero two seven five,one two zero two seven five two eight,33.33
1090,lufthansa seven three three approaching flight level three hundred,continue approach lufthansa seven three three approaching flight level three hundred lufthansa,33.33
1653,four three two,one three two,33.33
753,qantas five twenty nine sydney tower,contacting five twenty nine at sydney tower,33.33
1508,int one three,wind one three,33.33
541,five one seven,nine one seven,33.33
17,five five four two negative sir,five five two negative,33.33
1919,ven three charlie,seven three charlie,33.33
1122,present heading and descending altitude four thousand qnh one zero two two,lufthansa eight echo november descending altitude four thousand qnh one zero two two,33.33
1275,h emirates four,roger emirates four,33.33
965,rect cerno thank you malta five,charter thank you malta five,33.33
960,one one zero csa eight eigh,one one zero csa,33.33
1918,roger thank you,thank you,33.33
1907,ltitude four thousand qnh one zero two one c,continue four thousand feet qnh one zero two one,33.33
1667,e four zero,three four zero,33.33
2750,runway three one,runway three one o,33.33
2618,hotel golf papa frequency change approved bis spater ciao,hotel golf papa frequency change approved speed at your,33.33
2277,praha approach good evening austrian seven one one zulu morning descending one five zero one papa arrival information,praha approach good evening austrian seven one zulu on one eight zero descending one five zero vlm on papa arrival information,33.33
121,k uniform november,kilo uniform november,33.33
2452,three nine tw,three nine two,33.33
2576,sky travel one,sky travel on,33.33
2269,eight two five csa nine sev,two five csa nine seven,33.33
425,three one zero six eight papa,three one zero degrees six eight klm papa,33.33
399,sky travel one one zero two,flight level one one zero two,33.33
2563,lining up runway two one runway,lining up runway three one via runway,33.33
116,november five one one we are reaching five thou,hello romeo november five one one we are reaching five thousand,33.33
359,direct agava lufthansa one papa kilo,praha radar lufthansa one papa kilo,33.33
412,ruzyne tower oscar kilo papa india alfa radial now,ruzyne tower oscar kilo papa india alfa ready on ro,33.33
2299,two zero zero two zero zero,two zero zero two zero zero bye bye,33.33
2657,fl three zero zero austrian three zero five november,climb level three zero zero austrian three one five november,33.33
2310,say seven six,a seven six,33.33
2129,established runway one three eight mile,stab established runway one three eight by,33.33
2565,praha radar spee,praha radar speedb,33.33
2191,radar good afternoon lot three zero five inbound mikov climbing two eig,praha good afternoon lot three zero five inbound mikov we re climbing two eight,33.33
277,ne two zero,one two zero,33.33
400,five csa seven,ive csa seven,33.33
361,praha ups one four flight level three one zero request flight level three three zero,praha radar ups one four is checking with you flight level three one zero request flight level three three zero,33.33
369,three zero deci,three zero desc,33.33
